filename,overall_entropy,entropy_text,max_section_entropy,packer_detected,section_name_anomaly,num_imports,virtual_size_discrepancy,_pack_indicators
2716_feedback.exe,6.284136,6.207347,6.207347,0,0,1,1,2
2717_InstallCleanup.exe,6.245848,5.849356,5.849356,0,0,1,1,2
4729_ISM.exe,4.001047,5.607399,5.607399,0,1,77,1,2
4701_getmac.exe,5.172864,5.849295,5.849295,0,1,139,1,2
2606_MSBuildTaskHost.exe,6.188758,6.0487,6.0487,0,0,1,1,2
4702_gpresult.exe,6.003953,6.147094,6.147094,0,1,201,1,2
2588_ServiceHub.TestWindowStoreHost.exe,6.656318,5.226336,5.226336,0,0,1,1,2
2591_ServiceHub.DataWarehouseHost.exe,6.668878,5.261886,5.261886,0,0,1,1,2
2592_ServiceHub.Host.CLR.x86.exe,6.565944,5.268651,5.268651,0,0,1,1,2
2593_ServiceHub.IdentityHost.exe,6.667314,5.260218,5.260218,0,0,1,1,2
2594_ServiceHub.RoslynCodeAnalysisService32.exe,6.649525,5.262039,5.262039,0,0,1,1,2
4703_gpscript.exe,5.258994,6.042479,6.042479,0,1,132,1,2
4704_gpupdate.exe,4.874382,6.007718,6.007718,0,1,122,1,2
4705_grpconv.exe,3.182329,4.561494,4.561494,0,1,87,1,2
2754_vlc.exe,6.495553,6.186174,7.296296,0,3,174,1,2
446_pkcs1-conv.exe,5.26062,5.97129,5.97129,0,1,58,1,2
447_pldd.exe,4.068879,5.107694,5.107694,0,1,30,1,2
2759_makeappx.exe,6.117088,6.357744,6.357744,0,1,139,1,2
448_pluginviewer.exe,4.836823,5.471272,5.471272,0,1,41,1,2
454_psl.exe,4.973302,5.676314,5.676314,0,1,49,1,2
2731_VSHiveStub.exe,6.428273,5.788741,5.788741,0,0,1,1,2
2732_VSIXAutoUpdate.exe,6.10674,5.768084,5.768084,0,0,1,1,2
2595_ServiceHub.SettingsHost.exe,6.669311,5.263244,5.263244,0,0,1,1,2
2596_ServiceHub.ThreadedWaitDialog.exe,6.669826,5.267685,5.267685,0,0,1,1,2
2597_ServiceHub.VSDetouredHost.exe,6.670496,5.264759,5.264759,0,0,1,1,2
5124_wksprt.exe,6.513507,6.255203,7.304441,0,1,319,0,2
5122_winver.exe,2.610141,5.179454,5.179454,0,1,37,1,2
5120_WinRTNetMUAHostServer.exe,3.079063,4.856624,4.856624,0,1,71,1,2
428_newgrp.exe,4.126177,5.308578,5.308578,0,1,41,1,2
4707_hdwwiz.exe,4.230146,3.681824,5.015353,0,1,30,1,2
5113_WindowsUpdateElevatedInstaller.exe,4.535168,5.946742,5.946742,0,1,81,1,2
5872_WinMgmt.exe,6.700819,5.905224,6.851967,0,1,82,1,2
2774_inspect.exe,5.671532,6.053863,6.053863,0,1,243,1,2
2775_mbidgenerator.exe,6.153915,5.587957,5.587957,0,0,1,1,2
2572_AppxDebugSysTray.exe,6.673171,6.267266,6.267266,0,0,1,1,2
2581_Microsoft.XslDebugger.Host.exe,6.274581,5.972632,5.972632,0,0,1,1,2
2583_Microsoft.ServiceHub.Controller.exe,6.164291,6.107756,6.107756,0,0,1,1,2
2584_ServiceHub.Host.CLR.exe,6.551879,5.221507,5.221507,0,0,1,1,2
2585_ServiceHub.LiveUnitTesting.exe,6.660272,5.226776,5.226776,0,0,1,1,2
2586_ServiceHub.RoslynCodeAnalysisService.exe,6.642494,5.223229,5.223229,0,0,1,1,2
2587_ServiceHub.RoslynCodeAnalysisServiceS.exe,6.64312,5.222282,5.222282,0,0,1,1,2
2557_testhost.net462.x86.exe,6.226654,5.624642,5.624642,0,0,1,1,2
2559_testhost.net47.x86.exe,6.223192,5.623684,5.623684,0,0,1,1,2
2561_testhost.net471.x86.exe,6.224455,5.62439,5.62439,0,0,1,1,2
2776_mftrace.exe,6.051908,6.082663,6.082663,0,1,146,1,2
2785_topoedit.exe,5.901497,6.646953,6.646953,0,1,193,1,2
5877_powershell_ise.exe,6.490067,5.888499,6.751597,0,0,1,1,2
2563_testhost.net472.x86.exe,6.221198,5.624305,5.624305,0,0,1,1,2
2565_testhost.net48.x86.exe,6.222045,5.623814,5.623814,0,0,1,1,2
2566_testhost.x86.exe,6.217671,5.61913,5.61913,0,0,1,1,2
2567_vstest.console.exe,5.903014,5.814831,5.814831,0,0,1,1,2
2568_VSTestVideoRecorder.exe,6.1023,5.559025,5.559025,0,0,1,1,2
2540_QTAgent.exe,6.337256,5.585042,5.585042,0,0,1,1,2
2541_QTAgent32.exe,6.341126,5.59214,5.59214,0,0,1,1,2
2542_QTAgent32_35.exe,6.278138,5.342311,5.342311,0,0,1,1,2
2543_QTAgent32_40.exe,6.29787,5.389657,5.389657,0,0,1,1,2
2544_QTAgent_35.exe,6.279296,5.328478,5.328478,0,0,1,1,2
2545_QTAgent_40.exe,6.293294,5.389759,5.389759,0,0,1,1,2
2546_QTDCAgent.exe,6.354382,5.401545,5.401545,0,0,1,1,2
5093_WallpaperHost.exe,3.855678,5.857524,5.857524,0,1,60,1,2
5092_waitfor.exe,4.362288,5.623246,5.623246,0,1,97,1,2
2547_QTDCAgent32.exe,6.361369,5.423284,5.423284,0,0,1,1,2
2548_SettingsMigrator.exe,6.114328,5.3893,5.3893,0,0,1,1,2
2551_testhost.net452.x86.exe,6.22497,5.624917,5.624917,0,0,1,1,2
2553_testhost.net46.x86.exe,6.227874,5.624677,5.624677,0,0,1,1,2
2555_testhost.net461.x86.exe,6.224095,5.625843,5.625843,0,0,1,1,2
2524_testhost.net46.x86.exe,6.228248,5.62493,5.62493,0,0,1,1,2
5101_wextract.exe,6.452121,6.069617,7.133237,0,1,161,1,2
5099_wermgr.exe,6.410739,6.193159,7.24615,0,3,251,1,2
411_mac2unix.exe,5.5712,5.886836,5.886836,0,1,53,1,2
102_docker-pass.exe,6.219003,6.098731,6.098731,0,1,46,1,2
101_docker-offload.exe,6.348761,6.154841,6.154841,0,1,48,1,2
100_docker-model.exe,6.325579,6.093339,6.093339,0,1,46,1,2
99_docker-mcp.exe,6.305107,6.114948,6.114948,0,1,48,1,2
98_docker-init.exe,6.147914,6.078923,6.078923,0,1,45,1,2
97_docker-extension.exe,6.20573,6.093596,6.093596,0,1,47,1,2
96_docker-dhi.exe,6.224531,6.099034,6.099034,0,1,46,1,2
95_docker-desktop.exe,6.230666,6.095253,6.095253,0,1,46,1,2
94_docker-debug.exe,6.230117,6.088048,6.088048,0,1,46,1,2
92_docker-buildx.exe,6.382329,6.128122,6.128122,0,1,48,1,2
91_docker-ai.exe,6.227154,6.103651,6.103651,0,1,46,1,2
90_docker-agent.exe,6.36598,6.148367,6.191545,0,1,106,1,2
393_infocmp.exe,5.586561,6.170835,6.170835,0,1,82,1,2
398_kill.exe,4.658796,5.853715,5.853715,0,1,61,1,2
399_ldd.exe,4.522748,5.70608,5.70608,0,1,59,1,2
402_lessecho.exe,4.466187,5.596508,5.596508,0,1,22,1,2
78_logcollector.exe,6.211785,5.057462,5.815245,0,0,1,1,2
76_InspectorOfficeGadget.exe,6.590381,5.637259,5.637259,0,0,1,1,2
2371_SQLDumper.exe,5.867369,6.335195,6.335195,0,1,266,1,2
422_mpicalc.exe,4.968499,5.555995,5.555995,0,1,50,1,2
425_nettle-hash.exe,5.183437,5.955912,5.955912,0,1,35,1,2
4708_help.exe,2.588214,5.630321,5.630321,0,1,46,1,2
427_nettle-pbkdf2.exe,5.160184,6.023228,6.023228,0,1,36,1,2
105_docker-scout.exe,6.410262,6.13163,6.310933,0,1,48,1,2
104_docker-sbom.exe,6.163012,6.064174,6.064174,0,1,39,1,2
103_docker-sandbox.exe,6.223088,6.091504,6.091504,0,1,46,1,2
2348_Microsoft.Mashup.Container.NetFX45.exe,6.825224,5.575471,5.575471,0,0,1,1,2
4710_HOSTNAME.EXE,2.474704,3.954521,3.954521,0,1,52,1,2
2328_ORGCHART.EXE,6.566913,6.484907,6.819188,0,1,135,1,2
397_kbxutil.exe,6.265431,6.24829,6.24829,0,1,208,0,1
394_infotocap.exe,5.809836,6.154406,6.154406,0,1,116,0,1
395_install.exe,6.220925,6.260158,6.260158,0,1,166,0,1
93_docker-compose.exe,6.266157,6.096315,6.096315,0,1,46,0,1
81_OfficeClickToRun.exe,6.383843,6.38868,6.452767,0,1,755,0,1
82_officesvcmgr.exe,6.42094,6.440989,6.440989,0,1,478,0,1
84_msinfo32.exe,6.153208,5.984253,7.15301,0,1,400,0,1
86_java.exe,6.483749,6.464529,6.464529,0,1,148,0,1
87_javac.exe,6.483749,6.464529,6.464529,0,1,148,0,1
88_javaw.exe,6.484985,6.465224,6.465224,0,1,148,0,1
2368_OSE.EXE,6.708798,6.588336,6.588336,0,1,128,0,1
2372_accicons.exe,3.89833,0.0,3.866305,0,0,0,0,1
2373_dbcicons.exe,5.243081,0.0,3.825153,0,0,0,0,1
2374_grv_icons.exe,4.183008,0.0,3.783965,0,0,0,0,1
415_mkdir.exe,6.118866,6.302647,6.302647,0,1,83,0,1
416_mkfifo.exe,5.685805,6.0927,6.0927,0,1,65,0,1
417_mkgroup.exe,4.728008,5.795542,5.795542,0,1,60,0,1
418_mknod.exe,5.804063,6.090442,6.090442,0,1,68,0,1
419_mkpasswd.exe,4.727506,5.798249,5.798249,0,1,62,0,1
420_mktemp.exe,5.749819,6.091918,6.091918,0,1,79,0,1
421_mount.exe,4.599523,5.734272,5.734272,0,1,44,0,1
423_mv.exe,6.098308,6.163611,6.163611,0,1,153,0,1
424_nano.exe,6.311351,6.249235,6.249235,0,1,210,0,1
2375_joticon.exe,6.352148,0.0,6.269524,0,0,0,0,1
2376_lyncicon.exe,2.714799,0.0,2.47211,0,0,0,0,1
2377_misc.exe,3.617344,0.0,3.467779,0,0,0,0,1
2549_testhost.exe,6.285804,5.638865,5.638865,0,0,0,0,1
2550_testhost.net452.exe,6.296131,5.653762,5.653762,0,0,0,0,1
2552_testhost.net46.exe,6.290906,5.643734,5.643734,0,0,0,0,1
2554_testhost.net461.exe,6.293514,5.652094,5.652094,0,0,0,0,1
2525_testhost.net461.exe,6.292123,5.654783,5.654783,0,0,0,0,1
2527_testhost.net462.exe,6.297383,5.65227,5.65227,0,0,0,0,1
2529_testhost.net47.exe,6.288316,5.643374,5.643374,0,0,0,0,1
2531_testhost.net471.exe,6.295202,5.651477,5.651477,0,0,0,0,1
2533_testhost.net472.exe,6.298123,5.649817,5.649817,0,0,0,0,1
2535_testhost.net48.exe,6.290547,5.642879,5.642879,0,0,0,0,1
2808_filtreg.exe,6.142662,5.836992,5.836992,0,0,32,1,1
2511_xargs.exe,6.209359,6.110831,6.272435,0,2,101,1,1
2512_getprocaddr32.exe,5.783139,6.188112,6.188112,0,10,76,1,1
2513_getprocaddr64.exe,5.254965,6.245103,6.245103,0,9,73,1,1
2514_winpty-agent.exe,5.888814,5.81933,6.146154,0,1,151,0,1
2520_testhost.exe,6.288556,5.641512,5.641512,0,0,0,0,1
2570_ScriptedSandbox32.exe,6.593517,6.472382,6.642027,0,2,324,1,1
2571_ScriptedSandbox64.exe,6.391247,6.455688,6.455688,0,3,330,1,1
5096_wecutil.exe,5.253417,5.966761,5.966761,0,2,124,1,1
5095_wbengine.exe,6.46949,6.443321,6.443321,0,1,415,0,1
2795_cert2spc.exe,6.041092,5.493422,5.493422,0,0,44,1,1
2796_certmgr.exe,5.929307,6.24113,6.24113,0,0,109,1,1
2797_computerhardwareids.exe,5.30653,6.168371,6.168371,0,0,45,1,1
2805_extidgen.exe,6.043009,5.448554,5.448554,0,0,29,1,1
2807_filtdump.exe,5.836693,5.918852,5.918852,0,0,49,1,1
5094_wbadmin.exe,6.247278,6.38913,6.38913,0,1,232,0,1
5091_w32tm.exe,5.80933,6.184224,6.184224,0,2,225,1,1
5087_vssadmin.exe,5.280381,5.950789,5.950789,0,1,141,0,1
5086_VsGraphicsRemoteEngine.exe,5.667313,6.302796,6.302796,0,2,367,1,1
5085_VsGraphicsDesktopEngine.exe,5.784758,6.320173,6.320173,0,2,420,1,1
5084_VoiceAccess.exe,5.970247,6.169874,6.169874,0,1,244,0,1
5083_vmwp.exe,6.292881,6.234994,6.234994,0,2,637,1,1
2560_testhost.net471.exe,6.292162,5.652063,5.652063,0,0,0,0,1
5082_vmsp.exe,5.604373,6.254413,6.254413,0,2,122,1,1
5081_vmplatformca.exe,4.321349,5.849294,5.849294,0,3,78,1,1
5079_vmconnect.exe,5.645385,5.575361,5.906297,0,0,0,0,1
2780_MsiInfo.exe,6.282164,6.858435,6.858435,0,0,87,1,1
2789_AccCheckConsole.exe,5.938892,5.055063,5.055063,0,0,0,0,1
2790_acccheckui.exe,5.992452,5.852334,5.852334,0,0,0,0,1
2791_VisualUIAVerifyNative.exe,5.929521,5.875892,5.875892,0,0,0,0,1
5078_vmcompute.exe,6.293803,6.276287,6.276287,0,4,604,1,1
5077_vfpctrl.exe,5.328891,6.356529,6.356529,0,1,166,0,1
5076_verifiergui.exe,5.498946,5.898002,5.898002,0,1,369,0,1
5075_verifier.exe,5.242392,6.097483,6.097483,0,2,159,1,1
5875_WmiPrvSE.exe,6.558561,6.256414,6.832156,0,1,196,0,1
5874_WMIC.exe,6.516997,6.173909,6.939929,0,1,181,0,1
2562_testhost.net472.exe,6.296479,5.649457,5.649457,0,0,0,0,1
2564_testhost.net48.exe,6.290763,5.646983,5.646983,0,0,0,0,1
2761_microsoft.windows.softwarelogo.taskengine.exe,4.990251,5.127228,5.127228,0,0,0,0,1
2762_rmlogotest.exe,4.527788,5.600668,5.600668,0,0,38,1,1
2763_signtool.exe,6.002965,6.23387,6.23387,0,0,252,1,1
2765_computerhardwareids.exe,4.02726,4.439495,4.439495,0,0,47,1,1
2770_filtdump.exe,4.288924,5.545166,5.545166,0,0,50,1,1
2771_filtreg.exe,3.746485,5.525919,5.525919,0,0,33,1,1
2772_ftquery.exe,5.502418,5.051372,5.051372,0,0,0,0,1
2744_manage_agents.exe,6.448396,6.019776,6.748457,0,2,265,1,1
2745_wazuh-agent.exe,6.473062,6.005218,6.818765,0,2,363,1,1
2746_win32ui.exe,6.431043,6.028035,6.662717,0,2,279,1,1
2747_netsh.exe,6.48322,6.086834,6.596939,0,2,211,1,1
5111_Windows.WARP.JITService.exe,4.775032,6.026353,6.026353,0,2,102,1,1
2576_msvsmon.exe,6.266035,6.317213,6.62166,0,1,301,0,1
2580_vcpkgsrv.exe,6.658148,6.645393,6.645393,0,0,593,1,1
2556_testhost.net462.exe,6.293008,5.650172,5.650172,0,0,0,0,1
2558_testhost.net47.exe,6.294884,5.645552,5.645552,0,0,0,0,1
2589_ServiceHub.DataWarehouseHost.exe,6.766839,5.212239,5.212239,0,0,0,0,1
2590_ServiceHub.Host.CLR.x64.exe,6.66307,5.220912,5.220912,0,0,0,0,1
2748_restart-wazuh.exe,6.481251,6.093468,6.454044,0,2,212,1,1
2749_route-null.exe,6.473645,6.084185,6.494918,0,2,213,1,1
2751_unins000.exe,6.476191,0.0,6.58545,0,3,425,1,1
2755_MpCmdRun.exe,6.529718,6.698345,6.734503,0,1,348,0,1
2757_appcert.exe,5.845198,5.317443,5.317443,0,0,0,0,1
2598_ServiceHub.Host.Node.x86.exe,6.731384,6.589153,6.627996,0,0,363,1,1
5125_wlanext.exe,5.581969,6.205088,6.205088,0,2,119,1,1
5123_wkspbroker.exe,6.046371,6.233573,6.233573,0,3,262,1,1
5121_WinSAT.exe,6.413915,6.438917,7.404272,0,2,444,0,1
5119_winrshost.exe,3.551266,5.755661,5.755661,0,2,74,1,1
5118_winrs.exe,4.39092,5.918401,5.918401,0,2,115,1,1
5112_WindowsActionDialog.exe,4.843664,5.745128,5.745128,0,2,122,1,1
5873_WMIADAP.exe,6.219066,6.122156,6.590897,0,1,169,0,1
2760_microsoft.windows.softwarelogo.appxlauncher.exe,4.505693,5.257993,5.257993,0,0,34,1,1
5130_wowreg32.exe,2.987729,4.761699,4.761699,0,2,64,1,1
5128_WMPDMC.exe,6.543192,6.32322,7.013027,0,2,589,1,1
5127_wlrmdr.exe,5.534049,6.092422,6.092422,0,3,172,1,1
2726_dump64.exe,6.638723,6.229377,6.229377,0,0,0,0,1
2727_dump64a.exe,6.629925,6.265963,6.265963,0,0,0,0,1
2735_maintenanceservice.exe,6.465997,6.500241,6.500241,0,2,175,1,1
2741_python.exe,6.256028,5.882404,6.088585,0,0,35,1,1
2742_pythonw.exe,6.27006,5.882404,6.086424,0,0,35,1,1
2743_agent-auth.exe,6.448497,6.020994,6.726072,0,2,265,1,1
2607_Tracker.exe,6.614847,6.510904,6.510904,0,2,101,1,1
2608_MSBuild.exe,6.158982,6.046391,6.046391,0,0,0,0,1
1508_pythonservice.exe,5.088962,5.996893,5.996893,0,0,88,1,1
1513_putty.exe,6.484516,6.447241,6.447241,0,3,346,1,1
1514_puttygen.exe,6.505741,6.483682,6.483682,0,3,186,1,1
1516_ScreenToGif.exe,6.711828,6.450695,6.479417,0,3,455,1,1
1517_Seagull_DriverStartup.exe,6.265495,6.430585,6.430585,0,1,133,0,1
1544_autorunsc64.exe,6.188524,6.392247,6.392247,0,1,249,0,1
1546_Bginfo64.exe,6.326739,6.4047,6.4047,0,1,712,0,1
1548_Cacheset64.exe,6.466016,6.496676,6.496676,0,1,143,0,1
1518_DriverEnvironmentSetup.exe,6.408117,6.412894,6.412894,0,1,123,0,1
1519_Seagull_DriverStartup.exe,6.265495,6.430585,6.430585,0,1,133,0,1
1521_ssdal.exe,6.35813,6.418567,6.418567,0,1,118,0,1
1525_ffmpeg.exe,6.004593,5.897781,6.41142,0,3,310,1,1
1531_accesschk64.exe,5.720961,6.491797,6.491797,0,1,198,0,1
1532_AccessEnum.exe,6.48926,6.636578,6.636578,0,0,232,1,1
5142_wsmprovhost.exe,4.233235,5.376073,5.376073,0,2,75,1,1
5141_WSManHTTPConfig.exe,4.040788,5.408928,5.408928,0,1,84,0,1
5139_wsl.exe,5.821893,6.016889,6.024323,0,1,201,0,1
5138_wscript.exe,5.481489,6.004863,6.004863,0,1,218,0,1
5136_wscadminui.exe,1.780267,3.378426,3.378426,0,2,23,1,1
5135_wpr.exe,6.034915,6.225427,6.225427,0,1,248,0,1
5132_WpcTok.exe,5.69752,6.130669,6.130669,0,2,193,1,1
5164_dbInstaller.exe,6.522172,6.466432,6.466432,0,1,150,0,1
1551_Contig.exe,6.355472,6.644239,6.644239,0,0,115,1,1
1554_Coreinfo64.exe,3.807068,6.505888,6.505888,0,1,131,0,1
1558_Dbgview.exe,6.654026,6.615581,6.779998,0,0,323,1,1
1559_dbgview64.exe,6.458544,6.487988,6.487988,0,0,325,1,1
1561_Desktops64.exe,6.174137,6.498402,6.498402,0,1,178,0,1
1563_disk2vhd64.exe,2.197619,6.43216,6.43216,0,1,233,0,1
5154_AppVStreamingUX.exe,6.892972,6.689878,7.107993,0,0,0,0,1
5153_xwizard.exe,5.038846,5.772432,5.825214,0,1,106,0,1
5148_WUDFHost.exe,6.079492,6.12078,6.12078,0,2,178,1,1
5147_WUDFCompanionHost.exe,5.785461,6.060219,6.060219,0,3,194,1,1
5146_wuauclt.exe,6.239578,6.293003,6.293003,0,1,127,0,1
1534_ADExplorer64.exe,5.969041,6.426801,6.426801,0,1,329,0,1
1535_ADInsight.exe,6.172933,6.554464,6.721256,0,0,332,1,1
1536_ADInsight64.exe,6.079807,6.422094,6.422094,0,0,334,1,1
1542_Autoruns64.exe,5.912809,6.419555,6.419555,0,1,495,0,1
5838_wlanext.exe,6.46761,6.388013,6.734478,0,1,116,0,1
5835_winrshost.exe,5.676065,5.910548,6.168517,0,1,72,0,1
1779_psshutdown64.exe,6.559481,6.543832,6.637254,0,1,161,0,1
1569_DiskView64.exe,6.402675,6.464577,6.464577,0,0,246,1,1
1576_handle64.exe,6.295681,6.517183,6.517183,0,1,148,0,1
5175_GfxDownloadWrapper.exe,6.797627,5.23418,6.215516,0,0,0,0,1
5174_igfxSDK.exe,6.115889,6.30522,6.30522,0,1,241,0,1
5173_igfxextN.exe,6.493147,6.439937,6.439937,0,1,135,0,1
5172_igfxEMN.exe,6.563474,6.430395,6.430395,0,1,305,0,1
5171_igfxCUIServiceN.exe,6.464206,6.466407,6.466407,0,1,210,0,1
5170_GfxDownloadWrapper.exe,6.772326,5.233518,6.215461,0,0,0,0,1
5169_igfxSDK.exe,6.061648,6.306336,6.306336,0,1,242,0,1
5168_igfxextN.exe,6.275386,6.384654,6.384654,0,1,136,0,1
5167_igfxEMN.exe,6.480938,6.406436,6.406436,0,1,307,0,1
5166_igfxCUIServiceN.exe,6.295505,6.438899,6.438899,0,1,211,0,1
5165_GfxDownloadWrapper.exe,6.542304,5.235909,6.215439,0,0,0,0,1
1596_notmyfaultc.exe,6.051416,5.859151,6.019488,0,1,159,0,1
3207_inject_dll_x86.exe,6.595279,6.642634,6.642634,0,1,87,0,1
3206_inject_dll_amd64.exe,6.337224,6.455072,6.455072,0,1,92,0,1
3205_docker-language-server-windows-amd64.exe,6.879979,6.111677,7.998829,0,9,46,0,1
1567_Diskmon64.exe,6.436603,6.490802,6.490802,0,1,259,0,1
1568_DiskView.exe,6.554824,6.604423,6.655532,0,0,252,1,1
5854_DismHost.exe,6.296109,6.079178,6.6119,0,1,167,0,1
1796_sigcheck64.exe,6.273401,6.466725,6.466725,0,1,212,0,1
1800_strings64.exe,6.426147,6.477169,6.477169,0,1,131,0,1
1806_tcpvcon64.exe,6.325672,6.501607,6.501607,0,1,142,0,1
2709_MSBuildTaskHost.exe,6.450087,6.095855,6.339682,0,0,0,0,1
2710_Tracker.exe,6.269518,6.474892,6.474892,0,2,109,1,1
5849_XtuService.exe,6.998064,5.383551,5.383551,0,0,0,0,1
5847_WWAHost.exe,6.615321,6.532713,6.774286,0,1,217,0,1
5845_wsmprovhost.exe,5.872889,5.933985,5.947391,0,1,72,0,1
5842_wscadminui.exe,4.460604,5.39391,5.39391,0,1,27,0,1
1781_pssuspend64.exe,6.353779,6.541865,6.541865,0,1,142,0,1
1783_RAMMap64.exe,6.304068,6.462138,6.462138,0,1,254,0,1
1791_sdelete64.exe,6.245072,6.498917,6.498917,0,1,126,0,1
1793_ShareEnum64.exe,6.395861,6.483508,6.483508,0,1,252,0,1
5833_Windows.WARP.JITService.exe,6.15992,6.201794,6.413555,0,1,99,0,1
5828_wextract.exe,7.06148,6.348331,7.155621,0,0,159,0,1
5827_wevtutil.exe,6.463186,6.367146,6.76847,0,1,192,0,1
1763_PsInfo64.exe,6.315416,6.536466,6.536466,0,1,159,0,1
1765_pskill64.exe,6.351498,6.53557,6.53557,0,1,142,0,1
1767_pslist64.exe,6.313039,6.500744,6.500744,0,1,126,0,1
3902_qmake.exe,6.399099,6.329836,6.329836,0,1,149,0,1
3892_qcollectiongenerator.exe,6.537001,5.915165,5.915165,0,0,47,1,1
3211_pet.exe,6.251635,6.235807,6.438428,0,1,136,0,1
1586_LoadOrd.exe,6.58483,6.603527,6.696075,0,0,161,1,1
1588_LoadOrdC.exe,6.581976,6.603904,6.603904,0,0,121,1,1
1595_notmyfault64.exe,6.580074,6.518975,6.871659,0,1,174,0,1
1606_procdump64.exe,6.185578,6.452031,6.452031,0,1,182,0,1
1771_psloglist64.exe,6.427668,6.524948,6.524948,0,1,143,0,1
1773_pspasswd64.exe,6.356791,6.543006,6.543006,0,1,123,0,1
1775_psping64.exe,6.079777,6.35114,6.35114,0,1,167,0,1
1777_PsService64.exe,6.280814,6.525759,6.525759,0,1,132,0,1
5818_VsGraphicsRemoteEngine.exe,6.238193,5.948651,6.29845,0,1,360,0,1
5814_Utilman.exe,5.95154,5.842761,6.722797,0,2,233,1,1
5813_userinit.exe,6.314207,6.290211,6.547599,0,1,144,0,1
5811_UserAccountBroker.exe,6.652182,6.221816,6.221816,0,1,105,0,1
5800_tracerpt.exe,6.315649,6.286206,6.762528,0,0,252,1,1
357_find.exe,5.795824,6.270639,6.270639,0,1,153,0,1
358_fmt.exe,5.854638,6.194756,6.194756,0,1,67,0,1
359_fold.exe,5.695353,6.013106,6.013106,0,1,67,0,1
361_gawk-5.3.2.exe,6.404333,6.333753,6.333753,0,1,290,0,1
362_gawk.exe,6.404333,6.333753,6.333753,0,1,290,0,1
3914_qmltestrunner.exe,6.539254,5.84319,5.84319,0,0,41,1,1
389_hostid.exe,5.613704,6.070666,6.070666,0,1,59,0,1
2956_makecert.exe,6.240252,6.282494,6.692498,0,0,118,1,1
364_getconf.exe,4.402358,5.259807,5.259807,0,1,28,0,1
365_getfacl.exe,4.30653,5.337713,5.337713,0,1,34,0,1
367_gkill.exe,5.704259,6.082069,6.082069,0,1,65,0,1
369_gpg-agent.exe,6.347921,6.224941,6.224941,0,1,388,0,1
370_gpg-card.exe,6.293995,6.230702,6.230702,0,1,279,0,1
371_gpg-connect-agent.exe,6.082881,6.149986,6.149986,0,1,225,0,1
372_gpg-error.exe,5.350413,5.722506,5.722506,0,1,52,0,1
373_gpg-mail-tube.exe,6.133165,6.221282,6.221282,0,1,174,0,1
374_gpg-wks-client.exe,6.292513,6.219506,6.219506,0,1,227,0,1
375_gpg-wks-server.exe,6.282993,6.229458,6.229458,0,1,196,0,1
376_gpg.exe,6.439555,6.276089,6.276089,0,1,460,0,1
377_gpgconf.exe,6.124606,6.185055,6.185055,0,1,191,0,1
379_gpgscm.exe,5.791614,6.072522,6.072522,0,1,193,0,1
1604_portmon.exe,6.449905,6.573846,6.573846,0,0,291,1,1
5787_takeown.exe,6.153025,6.166748,6.647129,0,1,116,0,1
1749_portmon.exe,6.449905,6.573846,6.573846,0,0,291,1,1
1751_procdump64.exe,6.185578,6.452031,6.452031,0,1,182,0,1
1753_procexp64.exe,5.998615,6.428131,6.428131,0,1,682,0,1
1755_Procmon64.exe,5.410687,6.455993,6.455993,0,1,548,0,1
1756_PsExec.exe,6.70692,6.646546,6.646546,0,0,181,1,1
1759_psfile64.exe,6.390217,6.547365,6.547365,0,1,107,0,1
1761_PsGetsid64.exe,6.36279,6.536574,6.536574,0,1,154,0,1
1731_LoadOrd.exe,6.58483,6.603527,6.696075,0,0,161,1,1
1733_LoadOrdC.exe,6.581976,6.603904,6.603904,0,0,121,1,1
1740_notmyfault64.exe,6.580074,6.518975,6.871659,0,1,174,0,1
1741_notmyfaultc.exe,6.051416,5.859151,6.019488,0,1,159,0,1
385_groups.exe,5.669313,6.028929,6.028929,0,1,66,0,1
386_gzip.exe,6.416002,6.351338,6.597781,0,1,88,0,1
387_head.exe,5.743862,6.055139,6.055139,0,1,69,0,1
388_hmac256.exe,5.287019,6.024691,6.024691,0,1,28,0,1
5477_Microsoft.AAD.BrokerPlugin.exe,6.154885,6.017275,6.017275,0,1,184,0,1
5476_powershell_ise.exe,6.498619,5.885788,6.751597,0,0,0,0,1
5475_powershell.exe,5.361462,5.816285,5.816285,0,1,133,0,1
5474_FaceFodUninstaller.exe,5.989544,6.247042,6.247042,0,1,252,0,1
5472_WMIC.exe,6.203642,6.083555,6.907462,0,2,183,1,1
5471_WmiApSrv.exe,5.630168,5.983914,5.983914,0,2,151,1,1
1714_DiskView64.exe,6.402675,6.464577,6.464577,0,0,246,1,1
1721_handle64.exe,6.295681,6.517183,6.517183,0,1,148,0,1
2959_mc.exe,6.398739,6.431915,6.709334,0,0,170,1,1
2968_MsiInfo.exe,6.703719,6.65075,6.65075,0,0,86,1,1
380_gpgsm.exe,6.363399,6.23654,6.23654,0,1,501,0,1
381_gpgsplit.exe,5.902162,6.130359,6.130359,0,1,136,0,1
382_gpgtar.exe,6.110949,6.179013,6.179013,0,1,181,0,1
383_gpgv.exe,6.413515,6.292782,6.292782,0,1,347,0,1
384_grep.exe,6.273392,6.255622,6.255622,0,1,126,0,1
5795_ThumbnailExtractionHost.exe,6.212594,6.242718,6.305202,0,1,108,0,1
5489_AssignedAccessLockApp.exe,6.235981,6.074214,6.074214,0,1,204,0,1
