filename,overall_entropy,entropy_text,max_section_entropy,packer_detected,section_name_anomaly,num_imports,virtual_size_discrepancy,_pack_indicators
4334_deplister.exe,6.168043,6.485926,6.485926,0,1,77,0,1
4339_deplister.exe,6.168045,6.485926,6.485926,0,1,77,0,1
3929_xmlpatternsvalidator.exe,6.590335,6.039619,6.039619,0,0,68,1,1
3931_qwebengine_convert_dict.exe,6.628951,6.609771,6.609771,0,0,230,1,1
3941_cli-64.exe,5.250475,6.156076,6.156076,0,0,64,1,1
4347_HelpPane.exe,4.820426,6.305327,6.305327,0,2,338,1,1
4349_notepad.exe,6.482319,6.238186,6.968016,0,2,315,1,1
4350_py.exe,6.486305,6.661207,6.661207,0,1,108,0,1
4519_backgroundTaskHost.exe,3.527931,4.872027,4.872027,0,2,30,1,1
1018_pkgdata.exe,6.101584,6.406786,6.406786,0,1,102,0,1
1019_png-fix-itxt.exe,4.925327,6.079835,6.079835,0,0,45,1,1
1025_prune.exe,5.177923,6.087753,6.087753,0,0,76,1,1
1027_qcollectiongenerator.exe,4.675354,5.915165,5.915165,0,0,47,1,1
2110_EMSTrustAgent.exe,6.563277,6.508466,6.508466,0,1,389,0,1
1906_wslservice.exe,6.227984,6.345656,6.400087,0,1,507,0,1
1905_wslrelay.exe,5.984527,6.459255,6.459255,0,1,305,0,1
1904_wslhost.exe,5.984412,6.454683,6.454683,0,1,317,0,1
1903_wslg.exe,5.896195,6.42278,6.42278,0,1,347,0,1
1902_wsl.exe,5.896367,6.422706,6.422706,0,1,347,0,1
1901_msrdc.exe,6.363082,6.407406,6.407406,0,1,339,0,1
1899_etwdump.exe,5.419186,6.091384,6.091384,0,0,141,1,1
1888_editcap.exe,5.466691,6.096546,6.096546,0,0,188,1,1
1887_dumpcap.exe,5.936367,6.215648,6.215648,0,0,393,1,1
4523_bcdedit.exe,5.267749,6.277683,6.277683,0,4,243,1,1
1303_xmlcatalog.exe,5.461867,6.001663,6.001663,0,0,76,1,1
1304_xmllint.exe,5.846315,5.999371,5.999371,0,0,193,1,1
1305_xsltproc.exe,5.501234,5.952001,5.952001,0,0,101,1,1
1009_osage.exe,4.762624,5.941069,5.941069,0,0,57,1,1
1011_pango-list.exe,5.0916,6.126389,6.126389,0,0,86,1,1
1012_pango-segmentation.exe,4.887565,5.752442,5.752442,0,0,75,1,1
1294_tiffmedian.exe,5.679135,6.381678,6.381678,0,0,60,1,1
1295_tiffset.exe,5.147759,6.075637,6.075637,0,0,71,1,1
1296_tiffsplit.exe,5.138928,5.984531,5.984531,0,0,68,1,1
1879_RarExtInstaller.exe,6.372495,6.433524,6.433524,0,1,97,0,1
1878_Rar.exe,6.504457,6.53027,6.53027,0,1,185,0,1
1877_Ace32Loader.exe,6.571728,6.621162,6.621162,0,1,70,0,1
4510_AtBroker.exe,5.518853,6.111679,6.111679,0,2,170,1,1
4512_audiodg.exe,6.253284,6.17076,6.17076,0,6,302,1,1
4513_auditpol.exe,4.3068,5.614994,5.614994,0,1,112,0,1
4516_autochk.exe,5.810726,6.337802,6.337802,0,1,173,0,1
3981_wish86t.exe,4.884244,5.630552,5.630552,0,0,54,1,1
1875_wmpshare.exe,5.421226,4.860881,6.306415,0,2,54,1,1
1874_wmprph.exe,5.208239,5.940759,5.940759,0,1,209,0,1
1873_wmpnscfg.exe,4.788162,5.701516,5.701516,0,2,107,1,1
1872_wmpnetwk.exe,6.227308,6.439019,6.439019,0,2,290,1,1
1871_wmplayer.exe,5.915857,5.942873,6.456508,0,2,65,1,1
1869_wmlaunch.exe,5.531339,6.154657,6.154657,0,1,169,0,1
1868_setup_wm.exe,5.6573,6.152809,6.152809,0,1,399,0,1
1866_wab.exe,5.837953,5.124342,6.002291,0,2,71,1,1
1864_SenseTVM.exe,6.380231,6.316763,6.316763,0,1,244,0,1
1272_png-fix-itxt.exe,4.925327,6.079835,6.079835,0,0,45,1,1
1274_conda2solv.exe,4.670996,5.677937,5.677937,0,0,66,1,1
1275_dumpsolv.exe,5.311069,6.098955,6.098955,0,0,74,1,1
3968_sqlite3.exe,5.931755,5.710135,6.079988,0,2,147,1,1
1883_wg.exe,6.445998,6.238683,6.238683,0,0,108,1,1
1881_UnRAR.exe,6.444176,6.529799,6.529799,0,1,170,0,1
1861_SenseNdr.exe,6.510413,6.418164,6.722483,0,1,314,0,1
1860_SenseNAS.exe,6.629604,6.650947,6.650947,0,1,290,0,1
1859_SenseIR.exe,6.481889,6.410182,6.410182,0,2,489,1,1
1857_SenseIdentity.exe,6.273399,6.263435,6.263435,0,1,258,0,1
1854_SenseDlpProcessor.exe,6.389519,6.41067,6.41067,0,2,519,1,1
1853_SenseCM.exe,6.644941,6.644927,6.644927,0,1,287,0,1
1852_SenseAPToast.exe,6.351436,6.344604,6.344604,0,1,116,0,1
1851_SenseAP.exe,6.389335,6.280426,6.280426,0,1,294,0,1
1850_MsSense.exe,6.198283,6.386158,6.386158,0,2,198,1,1
4001_lzmainfo.exe,6.472151,6.09265,6.09265,0,0,61,1,1
4002_xz.exe,6.33076,6.182037,6.182037,0,0,127,1,1
3976_tclsh.exe,4.169818,5.989557,5.989557,0,0,48,1,1
3977_tclsh86.exe,4.170503,5.989557,5.989557,0,0,48,1,1
3978_tclsh86t.exe,4.169687,5.989557,5.989557,0,0,48,1,1
3979_wish.exe,4.883731,5.630552,5.630552,0,0,54,1,1
3980_wish86.exe,4.883396,5.630552,5.630552,0,0,54,1,1
1249_kswitch.exe,4.65733,5.687832,5.687832,0,0,56,1,1
1250_kvno.exe,4.945163,5.516506,5.516506,0,0,100,1,1
1251_mit2ms.exe,4.840875,5.791571,5.791571,0,0,60,1,1
1252_ms2mit.exe,4.776593,5.715472,5.715472,0,0,66,1,1
1259_bsdcpio.exe,6.418431,6.429141,6.429141,0,0,294,1,1
1263_gspawn-win64-helper-console.exe,5.036511,6.015797,6.015797,0,0,72,1,1
1264_gspawn-win64-helper.exe,5.058417,6.04998,6.04998,0,0,71,1,1
1838_ConfigSecurityPolicy.exe,6.032576,6.156263,6.156263,0,1,287,0,1
1836_dcnginx.exe,6.646622,6.60574,6.60574,0,13,289,1,1
1833_hyperd_sse2.exe,6.037085,6.415705,7.082487,0,1,718,0,1
2609_MSBuildTaskHost.exe,6.196349,6.047654,6.047654,0,0,0,0,1
2610_Tracker.exe,6.275304,6.463442,6.463442,0,3,104,1,1
1276_installcheck.exe,5.265333,6.042597,6.042597,0,0,76,1,1
1277_mergesolv.exe,4.74414,5.621405,5.621405,0,0,70,1,1
1863_SenseTracer.exe,6.592534,6.451373,6.451373,0,2,357,1,1
1862_SenseSampleUploader.exe,6.444561,6.386606,6.386606,0,2,319,1,1
1222_mirror_server.exe,4.727353,5.952616,5.952616,0,0,42,1,1
1223_mirror_server_stop.exe,4.734864,5.952616,5.952616,0,0,42,1,1
1224_derb.exe,6.216082,6.463747,6.463747,0,1,127,0,1
4506_AppVShNotify.exe,5.722937,6.010482,6.010482,0,1,189,0,1
4508_AssignedAccessGuard.exe,5.41153,5.844218,5.844218,0,1,167,0,1
2628_bscmake.exe,6.256236,6.302546,6.302546,0,0,136,1,1
2631_dumpbin.exe,6.395202,5.932265,5.932265,0,0,51,1,1
2632_editbin.exe,6.40294,5.932265,5.932265,0,0,51,1,1
2633_lib.exe,6.406099,5.932523,5.932523,0,0,51,1,1
2637_mspdbcmf.exe,6.379392,6.395817,6.395817,0,1,121,0,1
2639_nmake.exe,6.320027,6.396492,6.396492,0,0,151,1,1
2641_pgomgr.exe,6.075599,6.317203,6.317203,0,0,128,1,1
2642_pgosweep.exe,5.711264,6.107849,6.107849,0,0,144,1,1
2643_undname.exe,6.442082,6.125636,6.125636,0,0,59,1,1
1849_OfflineScannerShell.exe,5.901442,6.165829,6.165829,0,1,395,0,1
1848_NisSrv.exe,6.442139,6.329713,6.329713,0,1,245,0,1
4498_ApplicationFrameHost.exe,5.352528,5.973506,5.973506,0,3,99,1,1
4499_ApplySettingsTemplateCatalog.exe,6.269771,6.313563,6.313563,0,1,309,0,1
4500_ApplyTrustOffline.exe,5.12276,6.636299,6.636299,0,2,350,1,1
4502_AppVClient.exe,6.225373,6.312655,6.312655,0,1,314,0,1
4503_AppVDllSurrogate.exe,5.475836,5.923069,5.923069,0,1,112,0,1
4505_AppVNice.exe,5.444679,5.796085,5.796085,0,1,110,0,1
1234_icuexportdata.exe,6.25149,6.282766,6.282766,0,1,175,0,1
1235_icuinfo.exe,6.211696,6.497559,6.497559,0,1,84,0,1
1236_icupkg.exe,6.237024,6.489851,6.489851,0,1,97,0,1
1238_pkgdata.exe,6.101584,6.406786,6.406786,0,1,102,0,1
1242_kcpytkt.exe,4.806411,5.791126,5.791126,0,0,65,1,1
1243_kdeltkt.exe,4.756145,5.748089,5.748089,0,0,65,1,1
1244_kdestroy.exe,4.747302,5.539768,5.539768,0,0,62,1,1
1247_klist.exe,5.244428,5.607327,5.607327,0,0,99,1,1
1248_kpasswd.exe,4.782218,5.786637,5.786637,0,0,66,1,1
1218_h5repart.exe,5.253141,5.949769,5.949769,0,0,74,1,1
2662_undname.exe,6.442082,6.125636,6.125636,0,0,59,1,1
2663_vctip.exe,6.06873,5.827076,5.827076,0,1,109,0,1
2665_bscmake.exe,6.617487,6.411841,6.595122,0,0,133,1,1
2672_link.exe,6.594376,6.562361,6.771676,0,0,392,1,1
2645_vctip.exe,6.069628,5.827076,5.827076,0,1,109,0,1
2647_pgosweep.exe,5.659482,6.135334,6.135334,0,0,144,1,1
2648_bscmake.exe,6.256236,6.302546,6.302546,0,0,136,1,1
2651_dumpbin.exe,6.400863,5.932265,5.932265,0,0,51,1,1
2652_editbin.exe,6.398898,5.932265,5.932265,0,0,51,1,1
2653_lib.exe,6.394366,5.932523,5.932523,0,0,51,1,1
2657_mspdbcmf.exe,6.379392,6.395817,6.395817,0,1,121,0,1
2659_nmake.exe,6.320027,6.396492,6.396492,0,0,151,1,1
4493_AppHostRegistrationVerifier.exe,5.253886,5.844567,5.844567,0,2,197,1,1
4494_appidcertstorecheck.exe,2.890849,4.580193,4.580193,0,2,66,1,1
4495_appidpolicyconverter.exe,5.485682,6.104573,6.104573,0,2,142,1,1
4496_appidtel.exe,3.261837,4.631738,4.631738,0,1,59,0,1
4481_RegSvcs.exe,5.936879,5.084014,5.084014,0,0,0,0,1
4482_ServiceModelReg.exe,6.340993,6.472171,6.472171,0,1,173,0,1
4486_TrustedInstaller.exe,6.061981,6.194484,6.194484,0,1,216,0,1
1225_genbrk.exe,6.253654,6.506896,6.506896,0,1,121,0,1
1226_genccode.exe,6.16678,6.491032,6.491032,0,1,81,0,1
1227_gencfu.exe,6.222203,6.501184,6.501184,0,1,89,0,1
1228_gencmn.exe,6.174811,6.497515,6.497515,0,1,76,0,1
1230_gendict.exe,6.272844,6.485996,6.485996,0,1,169,0,1
1231_gennorm2.exe,6.28728,6.333362,6.333362,0,1,195,0,1
1232_genrb.exe,6.211856,6.164676,6.164676,0,1,240,0,1
1831_hyperd.exe,6.039794,6.416967,7.081987,0,1,718,0,1
1824_QtWebEngineProcess.exe,5.958155,5.885152,5.885152,0,1,68,0,1
4489_AgentService.exe,6.24202,6.307396,6.307396,0,1,337,0,1
4490_AggregatorHost.exe,6.026608,6.268113,6.268113,0,2,196,1,1
4492_alg.exe,5.782846,6.042164,6.042164,0,2,137,1,1
2661_pgomgr.exe,6.076268,6.317203,6.317203,0,0,128,1,1
4224_CommonHKFPModuleSvr.exe,6.540843,6.555995,6.608497,0,0,182,1,1
2707_Tracker.exe,6.610159,6.512306,6.512306,0,2,107,1,1
4462_aspnet_regsql.exe,5.767415,5.522032,5.522032,0,0,0,0,1
4463_aspnet_state.exe,6.397677,6.205048,6.205048,0,0,118,1,1
4465_CasPol.exe,5.771675,5.48975,5.48975,0,0,0,0,1
4467_csc.exe,6.282824,6.318209,6.318209,0,1,296,0,1
4472_ilasm.exe,6.156771,6.304585,6.304585,0,0,172,1,1
4473_InstallUtil.exe,5.939063,4.894299,4.894299,0,0,0,0,1
4476_MSBuild.exe,6.122253,5.967057,5.967057,0,0,0,0,1
2677_nmake.exe,6.648259,6.567309,6.65306,0,0,148,1,1
2678_pgocvt.exe,5.948363,6.053814,6.061196,0,0,118,1,1
2679_pgomgr.exe,6.367726,6.461501,6.607611,0,0,125,1,1
2683_bscmake.exe,6.617487,6.411841,6.595122,0,0,133,1,1
2690_link.exe,6.594379,6.562361,6.771676,0,0,392,1,1
4479_ngentask.exe,5.947529,5.627179,5.627179,0,0,0,0,1
4480_RegAsm.exe,5.913554,5.419155,5.419155,0,0,0,0,1
2697_pgomgr.exe,6.367462,6.461501,6.607611,0,0,125,1,1
2698_pgosweep.exe,6.023867,6.08747,6.615273,0,0,141,1,1
4274_mysqld.exe,4.734496,5.522014,5.522014,0,0,42,1,1
4264_mariadbd.exe,4.734496,5.522014,5.522014,0,0,42,1,1
4261_mariadb-upgrade-wizard.exe,6.245719,6.380138,6.380138,0,1,627,0,1
4241_aria_dump_log.exe,4.943304,6.549561,6.549561,0,0,131,1,1
4238_rotatelogs.exe,6.190607,6.332271,6.332271,0,0,149,1,1
1203_gif2h5.exe,5.473951,6.05388,6.05388,0,0,67,1,1
1204_h52gif.exe,5.211955,6.035263,6.035263,0,0,68,1,1
1208_h5delete.exe,4.641123,5.721189,5.721189,0,0,48,1,1
4233_htpasswd.exe,6.412474,6.431104,7.563549,0,0,143,0,1
4231_htdbm.exe,6.4267,6.418599,7.563973,0,0,141,0,1
4229_ApacheMonitor.exe,5.454849,5.967688,5.967688,0,0,139,1,1
4228_abs.exe,6.262277,6.362145,6.362145,0,0,240,1,1
4227_ab.exe,6.253685,6.358625,6.358625,0,0,159,1,1
4226_wampmanager.exe,6.29787,5.708619,6.702065,0,1,987,0,1
1184_sfdp.exe,4.762624,5.941069,5.941069,0,0,57,1,1
4552_CheckNetIsolation.exe,4.030839,5.854652,5.854652,0,2,102,1,1
4559_CIDiag.exe,3.931722,5.528249,5.528249,0,1,76,0,1
4560_cipher.exe,4.572323,5.982897,5.982897,0,2,151,1,1
2708_MSBuild.exe,6.372555,6.043108,6.369088,0,0,0,0,1
4530_BitLockerDeviceEncryption.exe,6.133164,6.336727,6.336727,0,1,163,0,1
4533_bitsadmin.exe,5.140443,6.043226,6.043226,0,2,156,1,1
4536_bridgeunattend.exe,3.460848,4.882988,4.882988,0,1,61,0,1
4537_browserexport.exe,5.574249,6.016754,6.016754,0,1,236,0,1
4538_browser_broker.exe,5.125328,5.985319,5.985319,0,2,95,1,1
4539_bthudtask.exe,3.069178,3.973378,3.973378,0,2,46,1,1
4540_ByteCodeGenerator.exe,5.304545,5.967684,5.967684,0,1,166,0,1
4543_CameraSettingsUIHost.exe,4.459658,5.169266,5.169266,0,2,89,1,1
4544_CastSrv.exe,5.110965,5.818305,5.818305,0,3,81,1,1
2695_nmake.exe,6.648259,6.567309,6.65306,0,0,148,1,1
2696_pgocvt.exe,5.948363,6.053814,6.061196,0,0,118,1,1
1164_fdp.exe,4.762624,5.941069,5.941069,0,0,57,1,1
4207_Composer-Setup.exe,7.476701,6.356058,6.356058,0,2,138,0,1
1156_circo.exe,4.762624,5.941069,5.941069,0,0,57,1,1
1160_dot.exe,4.762624,5.941069,5.941069,0,0,57,1,1
1186_twopi.exe,4.762624,5.941069,5.941069,0,0,57,1,1
1189_gst-discoverer-1.0.exe,5.496432,5.906413,5.906413,0,0,171,1,1
1194_gst-typefind-1.0.exe,5.207386,5.936843,5.936843,0,0,92,1,1
1195_gst-completion-helper.exe,5.257613,5.983038,5.983038,0,0,80,1,1
1197_gst-plugin-scanner.exe,5.000015,5.992213,5.992213,0,0,52,1,1
1172_gvmap.exe,7.164389,6.365251,7.196221,0,0,127,0,1
1174_gvpr.exe,4.678611,5.691396,5.691396,0,0,46,1,1
1178_neato.exe,4.762624,5.941069,5.941069,0,0,57,1,1
1179_nop.exe,4.829147,5.785694,5.785694,0,0,55,1,1
1180_osage.exe,4.762624,5.941069,5.941069,0,0,57,1,1
1181_patchwork.exe,4.762624,5.941069,5.941069,0,0,57,1,1
1182_prune.exe,5.177923,6.087753,6.087753,0,0,76,1,1
4584_consent.exe,5.687007,6.08599,6.08599,0,3,285,1,1
4588_coredpussvr.exe,4.520884,5.915475,5.915475,0,2,112,1,1
4590_CredentialUIBroker.exe,5.88555,5.984115,5.984115,0,3,184,1,1
4592_cscript.exe,5.402469,6.094179,6.094179,0,1,201,0,1
4561_CiTool.exe,6.216552,6.265912,6.265912,0,1,180,0,1
4562_cleanmgr.exe,5.860568,6.061661,6.061661,0,2,192,1,1
4565_ClipDLS.exe,5.53321,6.205111,6.205111,0,2,102,1,1
4566_ClipRenew.exe,5.664622,6.249106,6.249106,0,3,98,1,1
4568_CloudExperienceHostBroker.exe,5.234298,5.881752,5.881752,0,1,118,0,1
4569_CloudNotifications.exe,5.373671,5.86125,5.86125,0,3,130,1,1
4570_cmd.exe,5.913497,6.278328,6.278328,0,2,286,1,1
4571_cmdkey.exe,2.991074,5.098689,5.098689,0,2,59,1,1
4545_CCG.exe,5.673789,6.072935,6.072935,0,1,185,0,1
4546_CertEnrollCtrl.exe,5.406732,6.046678,6.046678,0,1,158,0,1
4547_certreq.exe,6.072913,6.350167,6.350167,0,2,421,1,1
4550_changepk.exe,5.296692,6.054778,6.054778,0,2,96,1,1
4460_aspnet_regbrowsers.exe,5.919102,5.043411,5.043411,0,0,0,0,1
4579_CompatTelRunner.exe,6.453617,6.473133,6.473133,0,2,277,1,1
1143_gi-inspect-typelib.exe,4.848509,5.833851,5.833851,0,0,60,1,1
1145_gobject-query.exe,4.846213,6.054898,6.054898,0,0,54,1,1
1147_gio-querymodules.exe,4.701147,5.703878,5.703878,0,0,76,1,1
1150_gresource.exe,5.172804,5.96709,5.96709,0,0,72,1,1
1152_gr2fonttest.exe,5.505238,6.157151,6.157151,0,0,97,1,1
1126_fc-cache.exe,5.026758,5.899532,5.899532,0,0,77,1,1
1127_fc-cat.exe,4.930226,5.958682,5.958682,0,0,71,1,1
1128_fc-conflist.exe,4.435824,5.578328,5.578328,0,0,48,1,1
1129_fc-list.exe,4.727737,5.938264,5.938264,0,0,54,1,1
1130_fc-match.exe,4.680682,6.043972,6.043972,0,0,58,1,1
1131_fc-pattern.exe,4.56106,5.702962,5.702962,0,0,51,1,1
1132_fc-query.exe,4.683991,5.872932,5.872932,0,0,47,1,1
4580_CompMgmtLauncher.exe,5.191936,6.162195,6.162195,0,1,70,0,1
4581_CompPkgSrv.exe,4.996253,6.11058,6.11058,0,2,92,1,1
1822_custactutil.exe,6.330696,6.22324,6.22324,0,4,302,1,1
1820_ZoomIt64.exe,6.337623,6.429257,6.429257,0,1,366,0,1
1817_Winobj.exe,6.262117,6.59598,6.650625,0,2,395,1,1
1133_fc-scan.exe,4.864261,6.03139,6.03139,0,0,54,1,1
1134_fc-validate.exe,5.075567,6.05263,6.05263,0,0,59,1,1
1106_xmlcatalog.exe,5.461867,6.001663,6.001663,0,0,76,1,1
1107_xmllint.exe,5.846315,5.999371,5.999371,0,0,193,1,1
1109_xmlpatternsvalidator.exe,4.998618,6.039613,6.039613,0,0,68,1,1
1110_xsltproc.exe,5.501234,5.952001,5.952001,0,0,101,1,1
1113_gst-completion-helper.exe,5.257613,5.983038,5.983038,0,0,80,1,1
1115_gst-plugin-scanner.exe,5.000015,5.992213,5.992213,0,0,52,1,1
1117_lzopack.exe,5.797744,6.141335,6.141335,0,0,53,1,1
1119_simple.exe,5.361828,6.201291,6.201291,0,0,46,1,1
1120_testmini.exe,5.208564,6.040972,6.040972,0,0,44,1,1
4608_deploymentcsphelper.exe,4.36191,5.590135,5.590135,0,1,91,0,1
4459_aspnet_compiler.exe,5.919436,5.30081,5.30081,0,0,0,0,1
978_kpasswd.exe,4.782218,5.786637,5.786637,0,0,66,1,1
163_DumpMinitool.arm64.exe,6.842375,6.463935,6.463935,0,0,0,0,1
166_datacollector.arm64.exe,6.698899,6.429448,6.429448,0,0,0,0,1
4609_desktopimgdownldr.exe,5.388449,6.047642,6.047642,0,2,145,1,1
4610_DeviceCensus.exe,5.769006,6.250067,6.250067,0,2,155,1,1
4611_DeviceCredentialDeployment.exe,5.140757,5.913886,5.913886,0,2,131,1,1
4619_directxdatabaseupdater.exe,5.627063,6.060959,6.060959,0,2,270,1,1
4620_diskpart.exe,5.733884,6.167464,6.167464,0,1,119,0,1
4622_diskraid.exe,6.248899,6.291062,6.291062,0,1,81,0,1
4598_CustomInstallExec.exe,5.572687,5.954585,5.954585,0,2,134,1,1
4600_d3dconfig.exe,4.896338,6.208888,6.208888,0,1,168,0,1
4601_dasHost.exe,5.690019,6.16279,6.16279,0,1,172,0,1
4602_DataExchangeHost.exe,6.051926,6.114086,6.114086,0,3,309,1,1
4603_DataStoreCacheDumpTool.exe,5.682054,6.148901,6.148901,0,2,158,1,1
4604_dccw.exe,5.594806,6.040752,6.040752,0,1,255,0,1
4606_ddodiag.exe,3.956718,5.604213,5.604213,0,1,51,0,1
4626_dispdiag.exe,5.476689,6.151118,6.151118,0,2,202,1,1
4628_djoin.exe,4.254427,5.824319,5.824319,0,2,138,1,1
1808_tcpview64.exe,6.215001,6.455897,6.455897,0,1,389,0,1
156_singlefilehost.exe,6.531733,6.57019,6.65355,0,2,435,1,1
154_singlefilehost.exe,6.474656,6.452217,6.49311,0,3,455,1,1
995_mergesolv.exe,4.74414,5.621405,5.621405,0,0,70,1,1
996_meshdebug.exe,5.411177,5.768912,5.768912,0,0,81,1,1
997_mirror_server.exe,4.727353,5.952616,5.952616,0,0,42,1,1
998_mirror_server_stop.exe,4.734864,5.952616,5.952616,0,0,42,1,1
999_mit2ms.exe,4.840875,5.791571,5.791571,0,0,60,1,1
1002_ms2mit.exe,4.776593,5.715472,5.715472,0,0,66,1,1
1003_neato.exe,4.762624,5.941069,5.941069,0,0,57,1,1
1004_nop.exe,4.829147,5.785694,5.785694,0,0,55,1,1
973_kdeltkt.exe,4.756145,5.748089,5.748089,0,0,65,1,1
974_kdestroy.exe,4.747302,5.539768,5.539768,0,0,62,1,1
977_klist.exe,5.244428,5.607327,5.607327,0,0,99,1,1
195_erl.exe,3.810485,6.083673,6.083673,0,0,76,1,1
198_escript.exe,6.462732,6.150173,6.150173,0,0,86,1,1
199_typer.exe,6.515469,6.208312,6.208312,0,0,73,1,1
168_testhost.arm64.exe,6.617858,6.366102,6.366102,0,0,0,0,1
169_testhost.exe,6.621277,6.361714,6.361714,0,0,0,0,1
170_testhost.net47.arm64.exe,6.622181,6.366047,6.366047,0,0,0,0,1
171_testhost.net47.exe,6.621706,6.35972,6.35972,0,0,0,0,1
173_testhost.net471.arm64.exe,6.618451,6.363191,6.363191,0,0,0,0,1
174_testhost.net471.exe,6.625556,6.367067,6.367067,0,0,0,0,1
176_testhost.net472.arm64.exe,6.619117,6.366264,6.366264,0,0,0,0,1
177_testhost.net472.exe,6.626096,6.365107,6.365107,0,0,0,0,1
179_testhost.net48.arm64.exe,6.623797,6.366977,6.366977,0,0,0,0,1
180_testhost.net48.exe,6.622453,6.362604,6.362604,0,0,0,0,1
182_testhost.net481.arm64.exe,6.621685,6.370152,6.370152,0,0,0,0,1
183_testhost.net481.exe,6.627454,6.368828,6.368828,0,0,0,0,1
4625_Dism.exe,5.603491,6.100593,6.100593,0,1,206,0,1
954_h5repart.exe,5.253141,5.949769,5.949769,0,0,74,1,1
113_winpty-agent.exe,6.454562,6.475128,6.475128,0,1,150,0,1
111_InstallerCli.exe,6.231359,5.617112,5.617112,0,0,0,0,1
967_installcheck.exe,5.265333,6.042597,6.042597,0,0,76,1,1
972_kcpytkt.exe,4.806411,5.791126,5.791126,0,0,65,1,1
135_docker-compose.exe,6.266157,6.096315,6.096315,0,1,46,0,1
979_kswitch.exe,4.65733,5.687832,5.687832,0,0,56,1,1
980_kvno.exe,4.945163,5.516506,5.516506,0,0,100,1,1
149_com.docker.nv-gpu-info.exe,6.385559,6.109034,6.109034,0,0,72,1,1
962_icuexportdata.exe,6.25149,6.282766,6.282766,0,1,175,0,1
963_icuinfo.exe,6.211696,6.497559,6.497559,0,1,84,0,1
964_icupkg.exe,6.237024,6.489851,6.489851,0,1,97,0,1
189_elevate.exe,6.756312,6.629085,6.629085,0,1,70,0,1
190_Install.exe,6.436869,6.078025,6.078025,0,0,73,1,1
193_ct_run.exe,6.548708,6.224149,6.224149,0,0,74,1,1
194_dialyzer.exe,6.534465,6.211757,6.211757,0,0,75,1,1
200_werl.exe,3.810485,6.083673,6.083673,0,0,76,1,1
201_ct_run.exe,6.548708,6.224149,6.224149,0,0,74,1,1
202_dialyzer.exe,6.534465,6.211757,6.211757,0,0,75,1,1
203_epmd.exe,6.434173,6.207301,6.207301,0,0,94,1,1
204_erl.exe,3.810485,6.083673,6.083673,0,0,76,1,1
206_erlsrv.exe,6.408854,6.463757,6.463757,0,1,155,0,1
208_erl_log.exe,6.453592,5.97561,5.97561,0,0,55,1,1
209_escript.exe,6.462732,6.150173,6.150173,0,0,86,1,1
211_inet_gethost.exe,6.491918,6.211187,6.211187,0,0,93,1,1
212_start_erl.exe,6.339529,5.851362,5.851362,0,0,78,1,1
213_typer.exe,6.515469,6.208312,6.208312,0,0,73,1,1
214_yielding_c_fun.exe,6.498878,6.092694,6.092694,0,0,60,1,1
4436_csc.exe,6.391785,6.285143,6.595788,0,1,299,0,1
4441_ilasm.exe,6.476787,6.335443,6.654558,0,0,167,1,1
123_docker-compose.exe,6.266157,6.096315,6.096315,0,1,46,0,1
944_h5delete.exe,4.641123,5.721189,5.721189,0,0,48,1,1
918_gresource.exe,5.172804,5.96709,5.96709,0,0,72,1,1
920_gspawn-win64-helper-console.exe,5.036511,6.015797,6.015797,0,0,72,1,1
921_gspawn-win64-helper.exe,5.058417,6.04998,6.04998,0,0,71,1,1
492_ssh.exe,6.011337,6.156232,6.156232,0,1,395,0,1
243_create-shortcut.exe,6.46023,6.236654,6.426818,0,0,63,1,1
247_envsubst.exe,6.148957,6.183031,6.183031,0,0,104,1,1
216_odbcserver.exe,6.27443,5.964716,5.964716,0,0,100,1,1
218_win32sysinfo.exe,6.414355,5.81369,5.81369,0,0,65,1,1
222_bash.exe,6.132608,5.981185,5.981185,0,0,85,1,1
223_git.exe,6.173552,5.981185,5.981185,0,0,85,1,1
224_sh.exe,6.132608,5.981185,5.981185,0,0,85,1,1
226_git-lfs.exe,6.173552,5.981185,5.981185,0,0,85,1,1
227_git-receive-pack.exe,5.245824,5.981185,5.981185,0,0,85,1,1
228_git-upload-pack.exe,5.245561,5.981185,5.981185,0,0,85,1,1
229_git.exe,6.173552,5.981185,5.981185,0,0,85,1,1
231_scalar.exe,6.173552,5.981185,5.981185,0,0,85,1,1
232_tig.exe,6.131486,5.981185,5.981185,0,0,85,1,1
233_adig.exe,6.003386,6.135475,6.135475,0,0,133,1,1
234_ahost.exe,5.99893,6.232478,6.232478,0,0,75,1,1
236_blocked-file-util.exe,5.964956,6.200548,6.200548,0,0,67,1,1
237_brotli.exe,6.066041,6.149486,6.149486,0,0,88,1,1
107_courgette64.exe,6.564676,6.560576,6.560576,0,6,182,1,1
106_7zr.exe,6.306988,6.355363,6.355363,0,0,140,1,1
925_gst-discoverer-1.0.exe,5.496432,5.906413,5.906413,0,0,171,1,1
930_gst-typefind-1.0.exe,5.207386,5.936843,5.936843,0,0,92,1,1
935_gvmap.exe,7.164389,6.365251,7.196221,0,0,127,0,1
937_gvpr.exe,4.678611,5.691396,5.691396,0,0,46,1,1
940_h52gif.exe,5.211955,6.035263,6.035263,0,0,68,1,1
909_gif2h5.exe,5.473951,6.05388,6.05388,0,0,67,1,1
910_gio-querymodules.exe,4.701147,5.703878,5.703878,0,0,76,1,1
